seq_num,tm
50137,1681190443.2411356
50221,1681190443.2440658
51037,1681190443.2675889
51437,1681190443.2725892
52109,1681190443.2785616
52285,1681190443.2815502
52897,1681190443.2855413
53729,1681190443.2915237
54281,1681190443.2953436
55965,1681190443.328274
56057,1681190443.3302276
56117,1681190443.3332214
56201,1681190443.335253
56957,1681190443.3382115
57209,1681190443.3421984
57521,1681190443.3532019
58217,1681190443.3601513
58837,1681190443.3621438
58965,1681190443.3641381
59033,1681190443.3661335
59113,1681190443.3671324
59125,1681190443.368128
59385,1681190443.3691251
59629,1681190443.3721182
60577,1681190443.3938463
60993,1681190443.39584
62145,1681190443.442717
62569,1681190443.46865
63433,1681190443.494583
63509,1681190443.4965773
63773,1681190443.4985707
64037,1681190443.4995825
64525,1681190443.501592
64645,1681190443.5235066
64037,1681190443.528494
65289,1681190443.5314858
237,1681190443.5334828
901,1681190443.5552404
1453,1681190443.5641932
1505,1681190443.5662265
2757,1681190443.5751634
2853,1681190443.5781555
2965,1681190443.5811481
3113,1681190443.5831418
3813,1681190443.5851755
3901,1681190443.5871344
4749,1681190443.5941174
4873,1681190443.5961094
5057,1681190443.5971074
5349,1681190443.6110704
5425,1681190443.6130648
5457,1681190443.6150577
5577,1681190443.6160555
5993,1681190443.6180503
6185,1681190443.6220427
6229,1681190443.627029
6657,1681190443.63002
7113,1681190443.6469772
7769,1681190443.6499693
8897,1681190443.6749032
9397,1681190443.6798902
9625,1681190443.680889
9741,1681190443.6828835
9945,1681190443.683881
10957,1681190443.6948514
11153,1681190443.6978436
11613,1681190443.6988406
11909,1681190443.7008371
12041,1681190443.701833
12045,1681190443.70283
12385,1681190443.7289023
12521,1681190443.7328925
13173,1681190443.7408714
13693,1681190443.743863
13893,1681190443.7458591
14537,1681190443.7498467
15513,1681190443.7578254
15825,1681190443.7598207
16121,1681190443.760818
16193,1681190443.7618153
16289,1681190443.7638102
16469,1681190443.7648072
16585,1681190443.7807953
16601,1681190443.7847836
17073,1681190443.815704
17113,1681190443.8186984
17397,1681190443.8226907
18621,1681190443.8327024
18629,1681190443.8356504
18725,1681190443.8406384
18993,1681190443.8446286
19309,1681190443.862974
19713,1681190443.8719547
19833,1681190443.8789332
20785,1681190443.8939526
20833,1681190443.8988795
20913,1681190443.9019105
21265,1681190443.9108434
21505,1681190443.9128387
21857,1681190443.9148319
21921,1681190443.9168282
21973,1681190443.9178247
22149,1681190443.9228554
23305,1681190443.9298203
25789,1681190443.9397678
26037,1681190443.9427612
26177,1681190443.9437594
26577,1681190443.9457889
26769,1681190443.947788
27289,1681190443.948778
27709,1681190443.9527342
28021,1681190443.9826553
28129,1681190443.98465
28493,1681190443.986647
28601,1681190443.9896822
28701,1681190443.9926314
29025,1681190443.9946246
31101,1681190444.0095856
31625,1681190444.0115805
32269,1681190444.0175636
32417,1681190444.018565
32597,1681190444.0195935
32669,1681190444.0235488
32945,1681190444.0255442
33013,1681190444.0275397
33673,1681190444.03053
34809,1681190444.0474856
34833,1681190444.0494812
36093,1681190444.0646746
36185,1681190444.0659401
36357,1681190444.0674188
36389,1681190444.0687647
36433,1681190444.0697906
36629,1681190444.0727692
36981,1681190444.0767474
38129,1681190444.0827315
38277,1681190444.084727
38525,1681190444.085725
38817,1681190444.089718
38861,1681190444.0927062
40961,1681190444.0996857
38861,1681190444.1016808
41493,1681190444.135703
42869,1681190444.1711416
44709,1681190444.1892319
44737,1681190444.1932147
44949,1681190444.1952074
45921,1681190444.1972022
46049,1681190444.1991973
46133,1681190444.2011914
46237,1681190444.2021914
46813,1681190444.2071872
46965,1681190444.210169
47241,1681190444.2131634
48289,1681190444.23416
49241,1681190444.2361546
50105,1681190444.2381606
50309,1681190444.2421436
50901,1681190444.2461307
51685,1681190444.2533097
51769,1681190444.257314
53677,1681190444.3019338
53917,1681190444.3049436
54573,1681190444.3109353
54661,1681190444.3149073
55393,1681190444.3188956
55509,1681190444.3219059
55897,1681190444.32688
56109,1681190444.3308656
56225,1681190444.332858
56469,1681190444.3347666
56745,1681190444.3457432
57321,1681190444.3527248
57589,1681190444.3547182
60049,1681190444.382741
60385,1681190444.3847342
60397,1681190444.3857298
61037,1681190444.3887234
61221,1681190444.3927157
61241,1681190444.394708
61253,1681190444.3957057
61653,1681190444.3976998
62193,1681190444.3996937
62557,1681190444.400723
62669,1681190444.4026873
62785,1681190444.4036837
63201,1681190444.4076736
63665,1681190444.4346213
63793,1681190444.4356198
64021,1681190444.4515884
64749,1681190444.4535522
64953,1681190444.457544
65165,1681190444.4605355
65209,1681190444.4625335
641,1681190444.4665205
645,1681190444.4695113
1497,1681190444.4745083
1749,1681190444.498438
1941,1681190444.5004299
1949,1681190444.5014307
2217,1681190444.5163882
2533,1681190444.5183833
2729,1681190444.5313487
3597,1681190444.5463102
4461,1681190444.5493028
4569,1681190444.551298
4825,1681190444.5532918
4857,1681190444.5582807
5153,1681190444.5602744
6369,1681190444.593267
6869,1681190444.598253
7145,1681190444.6008997
7493,1681190444.6034136
7545,1681190444.6084094
7985,1681190444.6113997
8053,1681190444.6147738
8221,1681190444.6168146
8741,1681190444.6192026
8925,1681190444.6232011
9029,1681190444.6581788
9093,1681190444.666153
9337,1681190444.676134
9705,1681190444.6851017
10345,1681190444.7000628
10525,1681190444.7060487
10981,1681190444.7120304
11133,1681190444.7180166
12741,1681190444.731978
13677,1681190444.741952
13833,1681190444.7449439
14425,1681190444.747937
15153,1681190444.7529237
16197,1681190444.7569144
16257,1681190444.759906
16417,1681190444.7619016
16701,1681190444.763896
18117,1681190444.810773
18141,1681190444.8127677
18173,1681190444.8137653
18257,1681190444.8157632
18505,1681190444.8167574
18781,1681190444.8187509
19113,1681190444.8197498
19829,1681190444.8247364
19985,1681190444.828726
20689,1681190444.8307204
20693,1681190444.831718
20889,1681190444.8327157
21493,1681190444.885651
21577,1681190444.8926287
21833,1681190444.8966196
21961,1681190444.8996115
20889,1681190444.902602
23193,1681190444.9492915
23277,1681190444.9502892
23537,1681190444.9522827
23929,1681190444.9542768
24253,1681190444.9582667
24321,1681190444.9632561
25993,1681190444.9752233
26113,1681190444.9931781
26801,1681190444.9951708
26925,1681190444.9962034
27357,1681190444.9981627
28129,1681190445.0021517
29745,1681190445.0101326
30441,1681190445.0300782
30949,1681190445.0320761
31173,1681190445.0619967
31213,1681190445.0639904
31233,1681190445.064988
31273,1681190445.0669825
31949,1681190445.0689769
32029,1681190445.0719852
32517,1681190445.0769572
32765,1681190445.0799499
32777,1681190445.081945
33281,1681190445.0849366
34253,1681190445.0959082
34333,1681190445.0979042
34905,1681190445.1008947
35049,1681190445.1028895
35077,1681190445.1078868
35909,1681190445.121854
36065,1681190445.1288223
37053,1681190445.1308165
37517,1681190445.1377997
38689,1681190445.1762564
38965,1681190445.180246
39109,1681190445.1822398
39677,1681190445.1892252
39909,1681190445.192214
39925,1681190445.194209
41033,1681190445.2497606
41057,1681190445.2546859
41085,1681190445.2606678
42149,1681190445.2766316
42181,1681190445.2803457
43445,1681190445.2922902
43665,1681190445.296284
43669,1681190445.298309
44065,1681190445.3002727
44205,1681190445.3027196
44397,1681190445.3282
44485,1681190445.331221
44681,1681190445.3331106
45069,1681190445.3460858
45557,1681190445.3480802
45953,1681190445.3530643
46557,1681190445.3687713
46893,1681190445.3854978
48053,1681190445.401494
48181,1681190445.4035285
48965,1681190445.4094784
49485,1681190445.4124703
50237,1681190445.430422
50385,1681190445.4324179
50801,1681190445.4344122
51593,1681190445.440398
52585,1681190445.4473789
52937,1681190445.4493737
53541,1681190445.4663365
54385,1681190445.4691596
54901,1681190445.4721253
55081,1681190445.4771087
55441,1681190445.478137
55929,1681190445.4801326
56113,1681190445.4810946
56273,1681190445.495348
56349,1681190445.4973097
56953,1681190445.4983406
57265,1681190445.512977
57305,1681190445.5140088
58709,1681190445.5179641
60189,1681190445.5560277
60205,1681190445.561015
60569,1681190445.5680382
60665,1681190445.5959334
61049,1681190445.6177604
61057,1681190445.618758
61241,1681190445.6207535
61637,1681190445.6257417
61661,1681190445.6277738
62297,1681190445.6387088
62565,1681190445.642721
62605,1681190445.64569
62725,1681190445.6496797
64057,1681190445.668629
65425,1681190445.6716383
349,1681190445.6935642
409,1681190445.6965563
1053,1681190445.6995497
1225,1681190445.7035387
1813,1681190445.711554
1837,1681190445.7165058
2153,1681190445.7344573
2637,1681190445.7364545
2769,1681190445.7414405
2837,1681190445.7444317
2889,1681190445.7464266
2921,1681190445.7484224
3361,1681190445.7514143
3537,1681190445.7554083
3705,1681190445.7613885
3889,1681190445.7643805
4265,1681190445.774355
4517,1681190445.7793398
5405,1681190445.7823315
5433,1681190445.7833302
5501,1681190445.7853255
5945,1681190445.7883189
6105,1681190445.7952983
6265,1681190445.797297
6481,1681190445.7992883
6901,1681190445.8012843
6993,1681190445.8032768
7469,1681190445.8102617
7529,1681190445.8142517
7945,1681190445.8172429
8105,1681190445.820235
9401,1681190445.827215
9853,1681190445.8292146
9877,1681190445.830208
9945,1681190445.8322031
9945,1681190445.834199
13777,1681190445.8471637
13813,1681190445.8491595
14065,1681190445.8511534
14865,1681190445.8551438
15037,1681190445.86113
15749,1681190445.8641186
16309,1681190445.865118
16417,1681190445.8671126
16569,1681190445.869109
16861,1681190445.8721
17009,1681190445.8760948
17209,1681190445.879081
17217,1681190445.8810756
17613,1681190445.8920455
17689,1681190445.894041
17705,1681190445.895039
18005,1681190445.925949
18465,1681190445.9289412
18633,1681190445.931933
18933,1681190445.934925
19217,1681190445.947296
19373,1681190445.9492486
19553,1681190445.9532382
19717,1681190445.958225
19721,1681190445.962214
20141,1681190445.9931676
20309,1681190445.9961953
20877,1681190446.0001426
21201,1681190446.0061278
21305,1681190446.0111165
21333,1681190446.013111
21421,1681190446.017099
21897,1681190446.019094
22493,1681190446.0320625
22917,1681190446.033057
23397,1681190446.0589967
23821,1681190446.0619822
23865,1681190446.0639763
24225,1681190446.0859182
24581,1681190446.087914
24593,1681190446.0919037
24721,1681190446.0959167
24745,1681190446.097887
24961,1681190446.0988858
25133,1681190446.115841
25161,1681190446.117835
25253,1681190446.118832
25277,1681190446.1198306
25397,1681190446.122823
25541,1681190446.126816
25573,1681190446.1288078
25801,1681190446.1308033
26293,1681190446.1487553
26769,1681190446.15075
27289,1681190446.1797295
28237,1681190446.1936927
28369,1681190446.1966846
28621,1681190446.1986792
29253,1681190446.2016714
29793,1681190446.214241
29917,1681190446.2172403
30221,1681190446.2485476
30817,1681190446.254532
31161,1681190446.2843218
31361,1681190446.2922902
31609,1681190446.29927
31741,1681190446.306257
31873,1681190446.3112693
31921,1681190446.3142357
32113,1681190446.3172228
32249,1681190446.3341804
32493,1681190446.3361752
32525,1681190446.3391716
32757,1681190446.3421595
32949,1681190446.3441544
33025,1681190446.368179
33189,1681190446.3701737
33689,1681190446.3742015
33721,1681190446.3761597
34269,1681190446.3811471
34965,1681190446.385135
35529,1681190446.3921175
35649,1681190446.3951097
35757,1681190446.3971038
35877,1681190446.3990986
36721,1681190446.404963
36893,1681190446.4079552
37069,1681190446.410951
37097,1681190446.4139385
37221,1681190446.415933
37285,1681190446.4179277
37445,1681190446.4209206
37677,1681190446.4229167
39741,1681190446.435881
40137,1681190446.438875
40261,1681190446.4428627
40745,1681190446.4448597
41389,1681190446.4628127
41545,1681190446.4658027
41829,1681190446.4668014
41949,1681190446.4687948
41985,1681190446.4698265
42169,1681190446.474783
43365,1681190446.4977207
43681,1681190446.499715
43865,1681190446.5017085
44049,1681190446.5206697
44453,1681190446.5236528
44769,1681190446.5256484
45053,1681190446.5266457
45397,1681190446.536437
45493,1681190446.5384357
45597,1681190446.541425
45669,1681190446.542422
45669,1681190446.5514004
46321,1681190446.5543916
47085,1681190446.5583813
47297,1681190446.5623703
47993,1681190446.5643651
48417,1681190446.5874352
48861,1681190446.591426
48929,1681190446.5954154
49885,1681190446.6004026
50629,1681190446.6153624
50673,1681190446.6173575
50681,1681190446.6193511
50721,1681190446.6203487
50945,1681190446.622347
51001,1681190446.6263328
51409,1681190446.6283286
52157,1681190446.6493185
52673,1681190446.6522858
52833,1681190446.706146
52857,1681190446.71612
52925,1681190446.7171175
53133,1681190446.7191117
53837,1681190446.7211072
53893,1681190446.7221053
54205,1681190446.7390604
54597,1681190446.741055
55069,1681190446.7674332
55329,1681190446.7694318
55657,1681190446.7724276
55737,1681190446.7754269
56273,1681190446.7784107
56409,1681190446.7806087
56497,1681190446.7823973
56533,1681190446.784395
56977,1681190446.7863867
56989,1681190446.7883837
59593,1681190446.8286235
63249,1681190446.8435822
65061,1681190446.846577
65097,1681190446.8485699
65113,1681190446.8505664
65481,1681190446.8515632
573,1681190446.8535573
681,1681190446.8555522
893,1681190446.892232
1017,1681190446.9021995
1365,1681190446.9061906
1781,1681190446.9091816
3565,1681190446.9231439
4037,1681190446.9281313
4301,1681190446.9291294
4569,1681190446.9311247
4741,1681190446.933241
5161,1681190446.9342797
5165,1681190446.9352398
5517,1681190446.9372342
5829,1681190446.9392312
7409,1681190446.9533286
7577,1681190446.9553246
7745,1681190446.956354
8697,1681190446.9767718
9377,1681190447.0026464
10489,1681190447.0066354
11093,1681190447.0096285
11413,1681190447.0265832
11433,1681190447.0285783
11645,1681190447.0295756
10489,1681190447.0315707
13261,1681190447.066518
13657,1681190447.0685043
13721,1681190447.0704699
13829,1681190447.072462
14489,1681190447.0740604
15257,1681190447.0770142
15525,1681190447.078976
15665,1681190447.0808065
15741,1681190447.0823274
16097,1681190447.0966175
16253,1681190447.098131
16641,1681190447.099161
16677,1681190447.1012554
16893,1681190447.1026149
17169,1681190447.1138754
17777,1681190447.1158705
17781,1681190447.1178648
17857,1681190447.1198628
17917,1681190447.1238525
18025,1681190447.1418045
18273,1681190447.1438875
18477,1681190447.1462102
18997,1681190447.1472118
19209,1681190447.1582003
19853,1681190447.159774
20073,1681190447.1743724
21229,1681190447.1803577
21465,1681190447.1823523
21625,1681190447.1843455
21753,1681190447.185345
22601,1681190447.1883376
22677,1681190447.2078807
22749,1681190447.2089167
22833,1681190447.211148
22853,1681190447.212695
22925,1681190447.214139
22965,1681190447.2151656
23693,1681190447.24934
24069,1681190447.2508664
24141,1681190447.2524183
24257,1681190447.2539485
25825,1681190447.2831502
25861,1681190447.285177
26381,1681190447.2871397
26637,1681190447.3025048
26849,1681190447.3045034
27149,1681190447.3094912
27481,1681190447.3124816
27561,1681190447.3144765
27697,1681190447.3155067
28045,1681190447.3290067
28821,1681190447.3307824
28921,1681190447.3330703
29053,1681190447.3346002
29517,1681190447.3456264
29665,1681190447.3476217
29861,1681190447.349583
29881,1681190447.3511884
29897,1681190447.3526652
29921,1681190447.3539317
30065,1681190447.3589246
30221,1681190447.3609245
31033,1681190447.404747
31837,1681190447.4067545
32053,1681190447.409735
32377,1681190447.4133275
32885,1681190447.4153209
32977,1681190447.4163213
33261,1681190447.4216154
33265,1681190447.4236472
33277,1681190447.4256053
34337,1681190447.434581
34373,1681190447.4356046
34421,1681190447.4375718
35093,1681190447.440566
35229,1681190447.4682539
35761,1681190447.4702523
35765,1681190447.473248
36137,1681190447.485224
36293,1681190447.4871988
36813,1681190447.491194
37169,1681190447.4991739
38345,1681190447.5095818
38925,1681190447.5125785
39053,1681190447.5143712
39641,1681190447.532333
41649,1681190447.5414202
42225,1681190447.5454094
43245,1681190447.548434
44429,1681190447.590667
44949,1681190447.5946586
45849,1681190447.5976474
46205,1681190447.6006498
47241,1681190447.6116111
48225,1681190447.6185923
48509,1681190447.6205876
48781,1681190447.6235816
48893,1681190447.6265783
49185,1681190447.62902
49365,1681190447.6308966
50273,1681190447.632521
51865,1681190447.6549604
52721,1681190447.6579497
53445,1681190447.6599436
53545,1681190447.6617372
53689,1681190447.6632147
53813,1681190447.664711
53973,1681190447.6661088
54189,1681190447.6757612
54673,1681190447.6773257
55013,1681190447.7019203
55789,1681190447.7048354
55817,1681190447.7067
56469,1681190447.708697
57337,1681190447.736578
57989,1681190447.7385705
58413,1681190447.740566
58501,1681190447.74256
58645,1681190447.743558
58749,1681190447.7455432
58889,1681190447.746953
60421,1681190447.7773046
60557,1681190447.780865
60569,1681190447.7819045
60925,1681190447.784182
61013,1681190447.7859974
61241,1681190447.7870333
61265,1681190447.7909873
61553,1681190447.7939806
61641,1681190447.7979703
61765,1681190447.7999644
61793,1681190447.8010025
61913,1681190447.8025582
62005,1681190447.8035886
62161,1681190447.8075452
62233,1681190447.8085442
62345,1681190447.8115363
62493,1681190447.8145308
62901,1681190447.8165214
62965,1681190447.817519
63565,1681190447.836689
64333,1681190447.8456728
64453,1681190447.8486598
64817,1681190447.8506558
64977,1681190447.8526478
64989,1681190447.854645
65193,1681190447.8576355
65497,1681190447.8606284
621,1681190447.864618
649,1681190447.8666112
833,1681190447.8686085
937,1681190447.8706026
1085,1681190447.8855622
1133,1681190447.889551
1269,1681190447.891548
1565,1681190447.8935428
1729,1681190447.8955362
1777,1681190447.8975327
2193,1681190447.8995261
3525,1681190447.9015207
4097,1681190447.9485269
4289,1681190447.950527
4485,1681190447.9525514
4789,1681190447.9555244
4949,1681190447.9575067
5357,1681190447.9614954
5585,1681190447.9654832
5897,1681190447.9674776
6629,1681190447.9694717
7293,1681190447.9764557
7529,1681190447.9794471
7581,1681190447.981466
7825,1681190447.9834538
8309,1681190447.9994154
8345,1681190448.0024052
8581,1681190448.0054116
8649,1681190448.0094347
9117,1681190448.012381
10473,1681190448.0313277
10537,1681190448.032327
11797,1681190448.0353177
11805,1681190448.0363154
12517,1681190448.0462909
12661,1681190448.0482883
12765,1681190448.050281
12781,1681190448.051278
13801,1681190448.068265
14045,1681190448.0692637
14233,1681190448.0851874
14245,1681190448.0861852
14413,1681190448.0891807
14509,1681190448.091184
14633,1681190448.0931673
15141,1681190448.1011474
15145,1681190448.1021452
15593,1681190448.1041422
15645,1681190448.1071327
15677,1681190448.1091263
15845,1681190448.1121342
16097,1681190448.1360552
16121,1681190448.1370537
16801,1681190448.1410444
16837,1681190448.142043
17309,1681190448.1639833
18225,1681190448.1679726
18529,1681190448.1689706
18649,1681190448.170966
18689,1681190448.1729598
18969,1681190448.175954
18981,1681190448.1779473
19029,1681190448.1789448
19781,1681190448.1943777
19817,1681190448.1953743
20257,1681190448.2003827
20501,1681190448.2023551
21713,1681190448.2295454
22301,1681190448.2591112
22701,1681190448.2621076
23533,1681190448.2900324
23781,1681190448.2930226
23793,1681190448.2960165
23805,1681190448.3000069
24545,1681190448.3098428
24961,1681190448.313832
25077,1681190448.316821
25225,1681190448.317852
25449,1681190448.3198118
25453,1681190448.3228045
25933,1681190448.3248024
26697,1681190448.3307877
27137,1681190448.361362
28025,1681190448.3663065
29597,1681190448.3922398
29701,1681190448.395231
29857,1681190448.3972266
31545,1681190448.415
31933,1681190448.4169948
32561,1681190448.4229965
32773,1681190448.42697
33157,1681190448.42996
33881,1681190448.4329858
34613,1681190448.4357097
35353,1681190448.4387019
35689,1681190448.4436886
35801,1681190448.4456825
36449,1681190448.4506712
36777,1681190448.4516659
37269,1681190448.4556592
37413,1681190448.458651
37729,1681190448.4606469
37901,1681190448.4626417
37925,1681190448.4646661
38265,1681190448.488672
38841,1681190448.4956522
38965,1681190448.498644
38997,1681190448.5016336
39009,1681190448.5046232
39017,1681190448.509611
39465,1681190448.5145981
40029,1681190448.524581
40377,1681190448.5275652
40585,1681190448.5305557
40661,1681190448.531552
41645,1681190448.537536
42061,1681190448.5674572
42273,1681190448.5694547
42441,1681190448.5744536
42621,1681190448.5784295
43069,1681190448.5834172
43145,1681190448.5854156
43281,1681190448.5904012
43285,1681190448.5933907
43321,1681190448.5973806
43469,1681190448.5993745
45097,1681190448.6123397
45921,1681190448.6144617
46337,1681190448.617455
47013,1681190448.619452
47153,1681190448.6274304
47481,1681190448.6314185
47573,1681190448.6334195
47629,1681190448.636425
48413,1681190448.6693606
49713,1681190448.694442
49761,1681190448.696436
50305,1681190448.7034163
51069,1681190448.7074075
51181,1681190448.7094355
51293,1681190448.7123954
51533,1681190448.7224247
51665,1681190448.7253604
51837,1681190448.7293625
52069,1681190448.736331
52437,1681190448.739323
52589,1681190448.741319
52721,1681190448.7443113
53457,1681190448.753042
53653,1681190448.7570286
54533,1681190448.76999
54765,1681190448.771996
54901,1681190448.7769756
55461,1681190448.781961
55605,1681190448.7839537
56517,1681190448.8170428
57793,1681190448.8519523
58425,1681190448.8579323
58993,1681190448.866906
59337,1681190448.870895
59893,1681190448.8748848
59973,1681190448.877878
60025,1681190448.880879
60797,1681190448.8868957
60945,1681190448.8898463
60025,1681190448.8928387
61785,1681190448.8968654
62889,1681190448.9149756
63013,1681190448.918973
63321,1681190448.9249473
63453,1681190448.9389155
64073,1681190448.9468894
64513,1681190448.949883
64617,1681190448.951877
65529,1681190448.9578767
693,1681190448.965841
941,1681190448.968868
2857,1681190448.9818313
3065,1681190448.9837935
3305,1681190448.98479
3493,1681190448.992798
3549,1681190448.9957714
3657,1681190448.9977915
3969,1681190448.9997528
5921,1681190449.0516152
7037,1681190449.0695696
7237,1681190449.072562
7481,1681190449.0735934
7657,1681190449.0745578
8057,1681190449.076551
8537,1681190449.0785458
9265,1681190449.08054
9533,1681190449.0815403
10893,1681190449.1355755
11189,1681190449.1405663
11301,1681190449.1445668
11513,1681190449.1465473
11517,1681190449.1485436
11673,1681190449.1505353
12357,1681190449.1525335
12945,1681190449.1555235
13237,1681190449.1635032
13897,1681190449.165499
14361,1681190449.1684911
14433,1681190449.1704848
14741,1681190449.173476
14945,1681190449.1744761
15257,1681190449.1765015
15565,1681190449.1784654
16041,1681190449.1834517
16437,1681190449.1844482
16625,1681190449.1864436
16665,1681190449.1874409
16885,1681190449.190435
16905,1681190449.1924284
16913,1681190449.1934602
17517,1681190449.1954193
17729,1681190449.196418
17893,1681190449.197415
17973,1681190449.1984117
18121,1681190449.2093818
18765,1681190449.2113786
18949,1681190449.213375
18953,1681190449.2144055
20177,1681190449.257083
20857,1681190449.261099
21817,1681190449.2640963
21861,1681190449.2670445
21989,1681190449.2690752
22429,1681190449.2720282
22817,1681190449.2875032
22885,1681190449.292493
23373,1681190449.3182652
23505,1681190449.324252
23553,1681190449.3312335
23633,1681190449.3372507
23753,1681190449.343201
24381,1681190449.3680704
24405,1681190449.37206
24441,1681190449.3760502
24721,1681190449.3800435
24893,1681190449.3830318
25189,1681190449.3900144
25225,1681190449.3940039
26549,1681190449.4230616
27889,1681190449.452059
28437,1681190449.4820454
28453,1681190449.48803
28673,1681190449.4960136
28997,1681190449.5029898
29129,1681190449.511967
29601,1681190449.5189474
30525,1681190449.5552866
31501,1681190449.5624595
31549,1681190449.5674012
31773,1681190449.5753949
32001,1681190449.5793726
32017,1681190449.582365
32021,1681190449.5853586
32357,1681190449.591338
32545,1681190449.59433
32749,1681190449.5963242
31549,1681190449.5988538
33633,1681190449.6032937
34041,1681190449.6072876
34373,1681190449.628287
34389,1681190449.6302817
35445,1681190449.6539328
35657,1681190449.6588829
35857,1681190449.6618726
35877,1681190449.6658626
36933,1681190449.6718488
36993,1681190449.674841
37101,1681190449.680824
38341,1681190449.6939101
39317,1681190449.7058804
40229,1681190449.7108653
40313,1681190449.714854
41181,1681190449.7228374
41225,1681190449.7278354
42541,1681190449.7318516
43089,1681190449.7348032
43265,1681190449.7447765
43369,1681190449.7477686
44181,1681190449.7527542
44569,1681190449.7537544
44713,1681190449.7577455
46049,1681190449.7828784
46429,1681190449.7848725
46517,1681190449.785871
46597,1681190449.7868667
46821,1681190449.7898612
47661,1681190449.7938488
48413,1681190449.8028262
48609,1681190449.8038251
49957,1681190449.8420289
50013,1681190449.8470147
50089,1681190449.8508606
50133,1681190449.8568408
51493,1681190449.9078202
51641,1681190449.912807
51977,1681190449.9187908
52493,1681190449.9227815
52581,1681190449.925774
52681,1681190449.9277673
52989,1681190449.930761
53545,1681190449.9437253
54233,1681190449.9537024
54357,1681190449.955699
54749,1681190449.9606812
55165,1681190449.962677
55293,1681190449.9636755
55569,1681190449.9656694
55717,1681190449.9666903
56273,1681190450.0165787
56485,1681190450.021523
56901,1681190450.0265083
56977,1681190450.0295029
57057,1681190450.0324898
57633,1681190450.035482
58245,1681190450.041468
58269,1681190450.0444727
59045,1681190450.0524395
59589,1681190450.0564294
60189,1681190450.0594206
60677,1681190450.064408
61549,1681190450.0674016
61693,1681190450.0693963
61797,1681190450.0724022
62201,1681190450.074384
62461,1681190450.078389
63021,1681190450.084358
63033,1681190450.0853848
63357,1681190450.0873485
63701,1681190450.0913382
63777,1681190450.093334
941,1681190450.1023118
1009,1681190450.104304
1281,1681190450.1082945
1565,1681190450.1292403
1613,1681190450.13323
1637,1681190450.1352255
2685,1681190450.1571672
3605,1681190450.1721268
5421,1681190450.1830978
5873,1681190450.1850944
6025,1681190450.186093
6101,1681190450.1910784
6493,1681190450.1960757
6573,1681190450.1980593
7737,1681190450.219132
7909,1681190450.2211313
5873,1681190450.2241204
8169,1681190450.2539973
8277,1681190450.2619727
9309,1681190450.2789323
9317,1681190450.2809587
9709,1681190450.2829194
10065,1681190450.284914
10653,1681190450.317984
11337,1681190450.3299465
11609,1681190450.3339324
11957,1681190450.3369253
12321,1681190450.3399155
12933,1681190450.3778925
13041,1681190450.3918555
13625,1681190450.3978384
13925,1681190450.4018278
13953,1681190450.4048207
13973,1681190450.4078124
14921,1681190450.414385
13625,1681190450.416381
15749,1681190450.4339733
16109,1681190450.4605813
16217,1681190450.4665627
16481,1681190450.471551
16533,1681190450.4785388
16533,1681190450.4960127
17273,1681190450.5050414
17521,1681190450.5120232
17569,1681190450.5189857
17941,1681190450.5269344
18057,1681190450.536973
18485,1681190450.5409646
18537,1681190450.5439577
18761,1681190450.5630026
18789,1681190450.5660045
19817,1681190450.5777376
19869,1681190450.581736
19897,1681190450.5856729
20997,1681190450.5956495
21345,1681190450.6036277
23025,1681190450.611604
23629,1681190450.6145976
23757,1681190450.616592
24173,1681190450.64393
24321,1681190450.648943
24909,1681190450.656896
25477,1681190450.6739008
25509,1681190450.679429
25529,1681190450.6837819
25613,1681190450.6891196
25693,1681190450.6943536
26577,1681190450.7143254
28105,1681190450.7437086
29497,1681190450.7790954
29637,1681190450.784243
30337,1681190450.7902908
32173,1681190450.8142335
32457,1681190450.8171635
32645,1681190450.8192103
32905,1681190450.823151
32969,1681190450.825144
33077,1681190450.8271635
33569,1681190450.829133
33949,1681190450.8312562
34185,1681190450.8338575
35505,1681190450.8492155
32173,1681190450.8512106
36249,1681190450.8561475
36321,1681190450.8571775
36753,1681190450.8591013
36921,1681190450.860128
38369,1681190450.9002833
39033,1681190450.9032748
39181,1681190450.9052718
39705,1681190450.9077318
39893,1681190450.90975
39969,1681190450.9116895
40229,1681190450.9340444
40537,1681190450.9380405
40909,1681190450.9420347
41077,1681190450.951139
41545,1681190450.9531765
41609,1681190450.9561343
41769,1681190450.9581249
42009,1681190450.9598486
42065,1681190450.9608524
42849,1681190450.9872582
43149,1681190451.0173087
43353,1681190451.0212321
43489,1681190451.0242262
43573,1681190451.0272157
43709,1681190451.030207
44009,1681190451.032202
44021,1681190451.0341969
44197,1681190451.0351944
44221,1681190451.0371888
45049,1681190451.0601306
45249,1681190451.0631225
45621,1681190451.0651171
45893,1681190451.0671122
46265,1681190451.0681436
46505,1681190451.0701034
47469,1681190451.074095
48545,1681190451.0780823
48869,1681190451.0800781
50205,1681190451.094041
50269,1681190451.0950391
50329,1681190451.097034
50565,1681190451.099029
51133,1681190451.1030188
51341,1681190451.1060095
52417,1681190451.110255
52453,1681190451.1122537
53113,1681190451.1232274
53397,1681190451.1249993
53437,1681190451.126001
53521,1681190451.127994
54325,1681190451.1507142
54833,1681190451.1527107
54977,1681190451.1547055
55701,1681190451.1676714
56153,1681190451.1866248
56377,1681190451.189615
56985,1681190451.1926064
57725,1681190451.202129
