seq_num,tm
19765,1681190269.8714502
19953,1681190269.8724484
20357,1681190269.8872201
20409,1681190269.8884683
21057,1681190269.9049304
21125,1681190269.9062583
21833,1681190269.9069247
22077,1681190269.9079206
23457,1681190269.9360378
24089,1681190269.9370356
24121,1681190269.9370356
24225,1681190269.9383373
24441,1681190269.938739
24597,1681190269.9397812
25081,1681190269.9513693
25281,1681190269.9523666
25965,1681190269.953651
25281,1681190269.9810278
26429,1681190269.9830225
26453,1681190269.984519
26473,1681190269.984519
26513,1681190269.9854388
27413,1681190270.0098531
27625,1681190270.0108516
29593,1681190270.0202713
30637,1681190270.0212271
30805,1681190270.0222278
31457,1681190270.0308554
31833,1681190270.031855
32161,1681190270.0569727
32213,1681190270.0578556
32229,1681190270.0585763
32313,1681190270.0592265
32653,1681190270.0599408
32685,1681190270.0607538
33261,1681190270.0617547
33533,1681190270.0627787
33893,1681190270.0635588
34329,1681190270.0748062
34885,1681190270.0757802
35861,1681190270.0779219
36413,1681190270.082151
36517,1681190270.0831573
36961,1681190270.08416
37241,1681190270.0901365
37845,1681190270.0911314
37901,1681190270.092191
38917,1681190270.108329
40305,1681190270.117323
40417,1681190270.1193018
40777,1681190270.12031
40857,1681190270.121306
40997,1681190270.1222918
41149,1681190270.1232905
41717,1681190270.1242864
41777,1681190270.1252856
41785,1681190270.1252856
41789,1681190270.1262813
42621,1681190270.132267
42905,1681190270.1332667
43617,1681190270.1392496
44289,1681190270.1512177
44301,1681190270.1522164
44413,1681190270.1532133
44441,1681190270.1532133
45029,1681190270.1690698
45269,1681190270.1710653
45309,1681190270.1720617
45389,1681190270.17306
46269,1681190270.1790433
46649,1681190270.1800432
46665,1681190270.1810396
47393,1681190270.1965637
47581,1681190270.1977646
48021,1681190270.200771
48245,1681190270.2017605
49225,1681190270.2027547
49401,1681190270.2289174
49505,1681190270.2293508
49733,1681190270.2305532
48021,1681190270.2313814
50137,1681190270.2343776
51837,1681190270.2376554
52425,1681190270.2386284
54417,1681190270.2418728
55005,1681190270.2438684
55605,1681190270.259574
55717,1681190270.2605286
55969,1681190270.2612324
56313,1681190270.2753613
56345,1681190270.276328
56897,1681190270.277025
57145,1681190270.288904
57345,1681190270.289904
57549,1681190270.2907853
57817,1681190270.2911892
58417,1681190270.2962568
59301,1681190270.2992835
59513,1681190270.3002503
59573,1681190270.3012476
59745,1681190270.3012476
59821,1681190270.3022444
60277,1681190270.3122172
60281,1681190270.3132153
60321,1681190270.3142123
60453,1681190270.3142123
60469,1681190270.3152099
60657,1681190270.3162076
62109,1681190270.3471274
62225,1681190270.3481266
63549,1681190270.3501203
63981,1681190270.3511178
64293,1681190270.367079
64361,1681190270.368075
64617,1681190270.3690727
64905,1681190270.3710673
65141,1681190270.396734
545,1681190270.400723
569,1681190270.4027126
585,1681190270.435251
1329,1681190270.4442263
2105,1681190270.466664
2413,1681190270.4687996
3061,1681190270.4747763
3681,1681190270.4756262
3941,1681190270.4766297
4205,1681190270.4786687
4557,1681190270.4826288
4713,1681190270.4836237
4833,1681190270.4846213
5457,1681190270.5127356
5813,1681190270.5167305
6113,1681190270.5537422
7121,1681190270.5557373
7205,1681190270.557731
7837,1681190270.5708535
8833,1681190270.587119
9089,1681190270.5878017
9113,1681190270.5888245
9193,1681190270.5896337
9621,1681190270.606425
9997,1681190270.6073747
10041,1681190270.6323829
10213,1681190270.6336997
10869,1681190270.634566
10925,1681190270.6355681
10957,1681190270.6383197
11301,1681190270.6409352
11637,1681190270.6471176
11797,1681190270.6481125
12033,1681190270.6624315
12317,1681190270.6634326
12565,1681190270.66443
12833,1681190270.6690621
12997,1681190270.6700637
13725,1681190270.6739914
14213,1681190270.674988
14297,1681190270.675984
15193,1681190270.6954618
15325,1681190270.6964598
15377,1681190270.6974592
15397,1681190270.698455
15465,1681190270.6994507
15845,1681190270.700448
16701,1681190270.7060022
16741,1681190270.706968
17477,1681190270.7257159
17677,1681190270.7267184
18025,1681190270.7310953
18265,1681190270.7314625
18561,1681190270.7324643
19097,1681190270.7334633
19385,1681190270.7576175
20061,1681190270.7725239
20161,1681190270.7734506
20401,1681190270.7742581
21889,1681190270.779247
21925,1681190270.7802453
22225,1681190270.7822745
22281,1681190270.7832901
22609,1681190270.784273
22969,1681190270.7852714
23097,1681190270.8029299
23497,1681190270.8039305
23521,1681190270.8039305
24145,1681190270.8274143
24405,1681190270.8303924
24733,1681190270.8343842
24937,1681190270.8363717
25001,1681190270.838365
25145,1681190270.844169
25349,1681190270.8451712
25421,1681190270.847167
25941,1681190270.8482091
26269,1681190270.8696525
27861,1681190270.891709
27877,1681190270.8927395
28001,1681190270.8937078
28081,1681190270.8967957
28085,1681190270.897782
28397,1681190270.8987823
28641,1681190270.89978
28721,1681190270.90278
30161,1681190270.9112635
30341,1681190270.912596
30745,1681190270.9132538
31049,1681190270.9137676
31421,1681190270.914725
31717,1681190270.9157262
31737,1681190270.9157262
31801,1681190270.9177215
32625,1681190270.9308145
32673,1681190270.9318156
33489,1681190270.95941
33817,1681190270.9605014
34101,1681190270.96141
34117,1681190270.962552
34425,1681190270.962552
34765,1681190270.9690218
35169,1681190270.972297
35181,1681190270.972297
35377,1681190270.9732945
35737,1681190270.974294
35793,1681190270.974294
35949,1681190270.975289
37425,1681190270.997139
38089,1681190270.9981408
38845,1681190271.0001357
38997,1681190271.0001357
39405,1681190271.00213
39685,1681190271.0031264
39765,1681190271.0046449
39809,1681190271.0054617
40109,1681190271.0251682
40581,1681190271.029315
40597,1681190271.031309
40613,1681190271.033358
40817,1681190271.035585
41341,1681190271.0653634
41485,1681190271.0683415
41561,1681190271.0693
43041,1681190271.1185775
43505,1681190271.1195786
43905,1681190271.121568
44273,1681190271.1225648
45077,1681190271.12456
45093,1681190271.1255572
45157,1681190271.1484978
45181,1681190271.1484978
45513,1681190271.150493
46141,1681190271.1554816
48285,1681190271.1694448
49001,1681190271.1724477
49161,1681190271.173436
49785,1681190271.1764276
50173,1681190271.1774275
50621,1681190271.204379
51249,1681190271.2073493
51329,1681190271.2083457
51953,1681190271.2103395
52065,1681190271.2113369
52573,1681190271.2123342
52893,1681190271.2183194
53313,1681190271.2392724
53369,1681190271.2402637
53969,1681190271.2412596
54229,1681190271.2551076
54477,1681190271.2561028
54817,1681190271.2571025
55657,1681190271.2590973
55773,1681190271.2600923
56345,1681190271.2630847
56613,1681190271.2640846
56881,1681190271.2650816
57273,1681190271.2700686
57525,1681190271.2700686
57649,1681190271.2710667
57689,1681190271.272064
57869,1681190271.272064
58133,1681190271.27306
58977,1681190271.2860286
59101,1681190271.3009758
59597,1681190271.3019736
60109,1681190271.3029723
60129,1681190271.303968
60985,1681190271.3219237
61337,1681190271.3259118
62041,1681190271.3279068
62397,1681190271.329902
62433,1681190271.329902
62757,1681190271.330901
64269,1681190271.3638139
65309,1681190271.3648117
349,1681190271.3823137
593,1681190271.3834345
665,1681190271.3843627
725,1681190271.3851104
941,1681190271.3858254
1025,1681190271.3883305
1109,1681190271.3893278
1329,1681190271.390324
1689,1681190271.390324
2469,1681190271.4114323
3009,1681190271.4143758
3637,1681190271.434586
4277,1681190271.4595535
5141,1681190271.4615533
5273,1681190271.4625509
5401,1681190271.4645445
5913,1681190271.468581
6369,1681190271.4733179
6473,1681190271.4749908
6585,1681190271.4755166
6781,1681190271.4764977
7909,1681190271.4965005
8061,1681190271.5200043
8197,1681190271.52131
8305,1681190271.522536
8809,1681190271.5236523
9085,1681190271.5246964
9285,1681190271.526401
9313,1681190271.5275466
9545,1681190271.5356858
9825,1681190271.536684
9913,1681190271.53768
10569,1681190271.5396762
10969,1681190271.5647383
11101,1681190271.5807354
11617,1681190271.5816653
12157,1681190271.5989287
12481,1681190271.6000016
12905,1681190271.601012
14305,1681190271.615077
14929,1681190271.617035
14945,1681190271.6180341
15041,1681190271.6190295
15525,1681190271.6200297
15773,1681190271.6208477
16049,1681190271.6217527
16757,1681190271.630812
17117,1681190271.6338034
17337,1681190271.634799
17769,1681190271.636164
17793,1681190271.6371655
18497,1681190271.6381638
18793,1681190271.6391606
19177,1681190271.6451442
19401,1681190271.6461422
20057,1681190271.64714
20397,1681190271.6481373
20513,1681190271.6481373
20917,1681190271.6491342
21017,1681190271.6501317
21161,1681190271.6526883
21313,1681190271.6526883
22141,1681190271.6860142
22449,1681190271.687011
22541,1681190271.6900017
22833,1681190271.6910024
23145,1681190271.6920438
23333,1681190271.6940284
23393,1681190271.694989
22449,1681190271.6990185
24605,1681190271.7050114
25465,1681190271.7231326
25649,1681190271.7240698
25845,1681190271.7249
26153,1681190271.726476
26157,1681190271.7274766
26409,1681190271.7284741
27093,1681190271.737771
28925,1681190271.7680283
29289,1681190271.7842305
30265,1681190271.7872617
30417,1681190271.7892554
31529,1681190271.8035786
31573,1681190271.8045754
31689,1681190271.8055725
31697,1681190271.8061066
32109,1681190271.8078847
32657,1681190271.8091707
32685,1681190271.8106718
33021,1681190271.8115346
33265,1681190271.8332877
33533,1681190271.8343477
34933,1681190271.851239
35069,1681190271.852198
35189,1681190271.8531978
35769,1681190271.862992
36013,1681190271.8659492
36217,1681190271.8679447
36381,1681190271.8689458
36961,1681190271.8709416
37205,1681190271.8719614
37501,1681190271.879636
37693,1681190271.8806376
37801,1681190271.8816347
38061,1681190271.896075
38089,1681190271.896075
38337,1681190271.89759
38357,1681190271.89759
38553,1681190271.8985918
38569,1681190271.8997874
38737,1681190271.8997874
38821,1681190271.9120083
38821,1681190271.9169416
39137,1681190271.918424
39297,1681190271.919427
39585,1681190271.9204233
39657,1681190271.9204233
40141,1681190271.9224205
40181,1681190271.9234142
40537,1681190271.9234142
41125,1681190271.9481134
41173,1681190271.951091
41637,1681190271.9550815
41653,1681190271.9580743
42309,1681190271.975028
42433,1681190271.9760246
42625,1681190271.9770262
42741,1681190271.978061
43425,1681190271.9934072
43657,1681190271.994417
44185,1681190272.0235865
44353,1681190272.0245934
44641,1681190272.025596
45445,1681190272.0390074
46369,1681190272.0679493
46657,1681190272.068986
46701,1681190272.0699496
47437,1681190272.0716546
48105,1681190272.0779867
48433,1681190272.0789883
48833,1681190272.0799847
49277,1681190272.0819793
49481,1681190272.0829794
49653,1681190272.0840583
49909,1681190272.0850835
50165,1681190272.0886424
50241,1681190272.089643
50977,1681190272.0906405
51053,1681190272.096946
51077,1681190272.0978599
51177,1681190272.0984716
51781,1681190272.0984716
52077,1681190272.0994718
52861,1681190272.1262019
53161,1681190272.145116
53285,1681190272.1461146
53589,1681190272.14715
53785,1681190272.148109
54189,1681190272.1491072
54833,1681190272.1620724
54965,1681190272.16307
54965,1681190272.165095
55185,1681190272.1670597
55325,1681190272.1680572
