receiver_window_size,tm
32768,1681190531.9099474
16384,1681190531.9099474
8192,1681190531.9117053
16384,1681190531.9127016
8192,1681190531.9134436
4096,1681190531.9143414
2048,1681190531.9143414
4096,1681190531.9163394
2048,1681190531.9163394
4096,1681190531.9183493
2048,1681190531.9183493
1024,1681190531.91916
2048,1681190531.91916
4096,1681190531.921113
8192,1681190531.922115
16384,1681190531.9232533
32768,1681190531.9232533
16384,1681190532.0609138
8192,1681190532.061878
16384,1681190532.0628762
32768,1681190532.072928
16384,1681190532.2120156
8192,1681190532.2120156
16384,1681190532.2120156
32768,1681190532.2283666
16384,1681190532.287351
8192,1681190532.287351
4096,1681190532.3069015
8192,1681190532.3118944
4096,1681190532.3157072
2048,1681190532.3157072
1024,1681190532.338453
2048,1681190532.3401618
4096,1681190532.342628
8192,1681190532.34363
16384,1681190532.3454223
32768,1681190532.3454223
16384,1681190532.579565
8192,1681190532.579565
4096,1681190532.5816245
8192,1681190532.583633
4096,1681190532.583633
8192,1681190532.585629
4096,1681190532.585629
2048,1681190532.5866277
4096,1681190532.587625
2048,1681190532.587625
1024,1681190532.6034064
2048,1681190532.6034064
4096,1681190532.605601
8192,1681190532.6189845
16384,1681190532.6222281
32768,1681190532.6222281
16384,1681190532.6545365
8192,1681190532.655534
16384,1681190532.6557872
32768,1681190532.6567926
16384,1681190532.7087603
8192,1681190532.7087603
4096,1681190532.7107549
2048,1681190532.7111053
4096,1681190532.7111053
8192,1681190532.7121067
16384,1681190532.7141016
32768,1681190532.7141016
16384,1681190532.8571706
32768,1681190532.8579638
16384,1681190532.858797
8192,1681190532.8598337
16384,1681190532.8617413
8192,1681190532.8617413
4096,1681190532.8625445
8192,1681190532.8641503
4096,1681190532.8641503
2048,1681190532.8658783
4096,1681190532.8668764
2048,1681190532.8849652
4096,1681190532.885502
8192,1681190532.8874028
16384,1681190532.888404
32768,1681190532.889402
16384,1681190532.9089756
8192,1681190532.9089756
16384,1681190532.909819
32768,1681190532.9114332
16384,1681190533.0386417
8192,1681190533.0386417
4096,1681190533.0396411
8192,1681190533.041635
16384,1681190533.0426357
32768,1681190533.0546002
16384,1681190533.1777742
8192,1681190533.1807687
4096,1681190533.1827729
2048,1681190533.185759
4096,1681190533.1877563
2048,1681190533.1897511
1024,1681190533.1927407
2048,1681190533.1957278
1024,1681190533.1967232
2048,1681190533.1977277
4096,1681190533.2005777
8192,1681190533.2015364
16384,1681190533.2035341
32768,1681190533.2065258
16384,1681190533.2829158
8192,1681190533.2829158
16384,1681190533.283918
32768,1681190533.283918
16384,1681190533.440252
8192,1681190533.440252
16384,1681190533.4412498
32768,1681190533.442247
16384,1681190533.47157
32768,1681190533.4732945
16384,1681190533.4732945
8192,1681190533.4742954
16384,1681190533.4742954
32768,1681190533.4757926
16384,1681190533.6298919
32768,1681190533.6318874
16384,1681190533.7344203
8192,1681190533.7354162
4096,1681190533.7555053
8192,1681190533.7565086
4096,1681190533.759209
2048,1681190533.759209
1024,1681190533.7602096
2048,1681190533.761242
1024,1681190533.761242
2048,1681190533.7623188
4096,1681190533.7656548
8192,1681190533.7666514
16384,1681190533.7869365
32768,1681190533.792914
16384,1681190533.7959087
8192,1681190533.7969058
16384,1681190533.7985523
32768,1681190533.7996783
16384,1681190533.8366034
8192,1681190533.8366034
16384,1681190533.8374581
32768,1681190533.8389952
16384,1681190533.950197
8192,1681190533.950197
16384,1681190533.9521475
8192,1681190533.9521475
16384,1681190533.9529226
32768,1681190533.9538686
16384,1681190534.129337
32768,1681190534.1314533
16384,1681190534.1331153
8192,1681190534.1331153
16384,1681190534.1355555
8192,1681190534.1355555
4096,1681190534.1365573
8192,1681190534.1370869
16384,1681190534.1385856
32768,1681190534.1391587
16384,1681190534.1676672
8192,1681190534.1676672
16384,1681190534.1702752
8192,1681190534.1702752
4096,1681190534.1710434
8192,1681190534.1710434
16384,1681190534.172044
32768,1681190534.1733851
16384,1681190534.2251606
8192,1681190534.2264755
4096,1681190534.2268713
8192,1681190534.227219
16384,1681190534.2281313
32768,1681190534.2296174
16384,1681190535.4410937
32768,1681190535.4421182
16384,1681190535.4563627
8192,1681190535.4563627
4096,1681190535.4571724
8192,1681190535.4590187
4096,1681190535.4590187
2048,1681190535.4714105
4096,1681190535.4724112
8192,1681190535.473637
16384,1681190535.4870152
8192,1681190535.4915924
4096,1681190535.4915924
2048,1681190535.5029864
4096,1681190535.50667
8192,1681190535.5081427
16384,1681190535.5188422
32768,1681190535.5248635
16384,1681190535.6364071
32768,1681190535.6369054
16384,1681190535.691104
32768,1681190535.6921008
16384,1681190536.143259
32768,1681190536.1442573
16384,1681190536.1458957
8192,1681190536.1458957
4096,1681190536.1571617
8192,1681190536.1581254
16384,1681190536.1734772
32768,1681190536.1984794
16384,1681190536.2640843
8192,1681190536.2640843
4096,1681190536.2660265
2048,1681190536.2670267
4096,1681190536.2689645
2048,1681190536.2689645
1024,1681190536.2739584
2048,1681190536.2769837
4096,1681190536.2800288
8192,1681190536.283019
16384,1681190536.2840185
32768,1681190536.2860098
16384,1681190536.319522
32768,1681190536.3204985
16384,1681190536.3314602
32768,1681190536.3319962
16384,1681190536.4884849
32768,1681190536.4909554
16384,1681190536.4909554
8192,1681190536.4918272
16384,1681190536.4927483
32768,1681190536.4935849
16384,1681190536.6925879
8192,1681190536.6950758
16384,1681190536.6960368
32768,1681190536.6974487
16384,1681190536.9813063
8192,1681190536.9823022
16384,1681190536.983302
32768,1681190536.9842982
16384,1681190537.0071888
8192,1681190537.009181
4096,1681190537.0101478
2048,1681190537.0141687
4096,1681190537.0161643
8192,1681190537.0171287
16384,1681190537.034118
32768,1681190537.0401065
16384,1681190537.0421019
8192,1681190537.0430613
16384,1681190537.0450885
8192,1681190537.0450885
4096,1681190537.0460532
2048,1681190537.049082
4096,1681190537.053034
8192,1681190537.0540323
16384,1681190537.0560267
32768,1681190537.0560267
16384,1681190537.0989153
32768,1681190537.1009104
16384,1681190537.1029053
8192,1681190537.1039026
16384,1681190537.1049004
8192,1681190537.105898
4096,1681190537.105898
2048,1681190537.1068947
4096,1681190537.1078928
8192,1681190537.109888
16384,1681190537.109888
32768,1681190537.111882
16384,1681190537.3315244
8192,1681190537.3315244
16384,1681190537.334214
8192,1681190537.334214
4096,1681190537.335173
2048,1681190537.336174
4096,1681190537.336174
8192,1681190537.3401237
16384,1681190537.3401237
32768,1681190537.3426738
16384,1681190537.6795232
8192,1681190537.6795232
16384,1681190537.6804392
32768,1681190537.6810994
16384,1681190537.736466
32768,1681190537.7374308
16384,1681190537.8183842
8192,1681190537.8183842
4096,1681190537.8193839
2048,1681190537.8216283
1024,1681190537.8216283
2048,1681190537.8246226
4096,1681190537.8276682
8192,1681190537.828436
16384,1681190537.846315
32768,1681190537.8506653
16384,1681190538.124456
32768,1681190538.1254551
16384,1681190538.1656587
8192,1681190538.1666217
4096,1681190538.1670146
2048,1681190538.167849
4096,1681190538.1698468
2048,1681190538.1698468
1024,1681190538.1708453
2048,1681190538.1718693
1024,1681190538.1728423
2048,1681190538.1748347
1024,1681190538.1748347
2048,1681190538.1778266
4096,1681190538.1788228
8192,1681190538.1788228
16384,1681190538.1810112
32768,1681190538.2007608
16384,1681190538.2106812
8192,1681190538.2126937
4096,1681190538.2321084
8192,1681190538.2440488
16384,1681190538.260017
32768,1681190538.2620094
16384,1681190538.685677
32768,1681190538.6873512
16384,1681190538.6990829
32768,1681190538.6996722
16384,1681190538.7219172
32768,1681190538.7238457
16384,1681190538.724229
32768,1681190538.7256641
16384,1681190538.7256641
32768,1681190538.727351
16384,1681190538.727351
8192,1681190538.727351
16384,1681190538.7284753
32768,1681190538.7294755
16384,1681190538.744934
8192,1681190538.744934
16384,1681190538.7459319
32768,1681190538.74693
16384,1681190539.152056
32768,1681190539.1526458
16384,1681190539.164574
8192,1681190539.164574
4096,1681190539.1655707
2048,1681190539.1655707
1024,1681190539.1665688
2048,1681190539.168563
1024,1681190539.168563
2048,1681190539.1708062
1024,1681190539.1711717
2048,1681190539.1715612
4096,1681190539.1732998
8192,1681190539.1732998
16384,1681190539.1755447
32768,1681190539.1757872
16384,1681190539.3129041
8192,1681190539.3129041
16384,1681190539.3148022
8192,1681190539.3148022
16384,1681190539.315805
8192,1681190539.320969
4096,1681190539.3226223
2048,1681190539.3226223
1024,1681190539.3236227
2048,1681190539.335857
4096,1681190539.3371437
8192,1681190539.3379724
16384,1681190539.3379724
32768,1681190539.351746
16384,1681190539.3696532
8192,1681190539.3696532
4096,1681190539.3706536
2048,1681190539.373021
1024,1681190539.375015
2048,1681190539.3756878
4096,1681190539.3760726
8192,1681190539.3770735
16384,1681190539.3785174
32768,1681190539.3785174
16384,1681190539.4503758
8192,1681190539.4503758
16384,1681190539.4524095
8192,1681190539.4524095
4096,1681190539.4611924
2048,1681190539.4629974
1024,1681190539.4629974
2048,1681190539.465128
1024,1681190539.465128
2048,1681190539.476773
4096,1681190539.492006
8192,1681190539.4983757
16384,1681190539.4983757
32768,1681190539.523072
16384,1681190539.6671019
8192,1681190539.6680996
4096,1681190539.6680996
8192,1681190539.6690123
16384,1681190539.6705165
32768,1681190539.671304
16384,1681190539.7567635
8192,1681190539.757935
16384,1681190539.7583385
32768,1681190539.7591503
16384,1681190539.7738175
32768,1681190539.7750688
16384,1681190539.7761
8192,1681190539.776535
16384,1681190539.776952
32768,1681190539.7778416
16384,1681190539.9110615
8192,1681190539.9110615
16384,1681190539.912062
32768,1681190539.9130604
16384,1681190539.944337
32768,1681190539.9453168
16384,1681190539.9554079
8192,1681190539.9554079
16384,1681190539.957519
8192,1681190539.957519
4096,1681190539.9585197
2048,1681190539.95955
4096,1681190539.9604287
8192,1681190539.9608076
16384,1681190539.9615407
32768,1681190539.9615407
16384,1681190540.2928581
8192,1681190540.2938585
4096,1681190540.2948892
8192,1681190540.2958539
4096,1681190540.2958539
8192,1681190540.2966847
16384,1681190540.297878
32768,1681190540.298658
16384,1681190540.3846874
8192,1681190540.3846874
16384,1681190540.3866858
32768,1681190540.3878472
16384,1681190540.647882
8192,1681190540.649666
4096,1681190540.649666
2048,1681190540.6506662
4096,1681190540.6525915
2048,1681190540.6525915
1024,1681190540.6534884
2048,1681190540.6571686
1024,1681190540.6571686
2048,1681190540.6581166
4096,1681190540.6600826
8192,1681190540.6610847
16384,1681190540.6620772
32768,1681190540.6630745
16384,1681190541.0145166
8192,1681190541.0145166
4096,1681190541.0165849
2048,1681190541.0165849
1024,1681190541.0185814
2048,1681190541.0195794
4096,1681190541.0206118
8192,1681190541.0206118
16384,1681190541.0226164
32768,1681190541.023594
16384,1681190541.0320525
8192,1681190541.0320525
4096,1681190541.0330517
2048,1681190541.0350492
4096,1681190541.036079
2048,1681190541.0370436
4096,1681190541.0395515
8192,1681190541.0405488
4096,1681190541.0650558
8192,1681190541.0660534
4096,1681190541.068049
2048,1681190541.068049
1024,1681190541.0690446
2048,1681190541.070043
4096,1681190541.0710387
8192,1681190541.0720396
16384,1681190541.073037
32768,1681190541.0750308
16384,1681190541.1039534
32768,1681190541.1049507
16384,1681190541.1099374
8192,1681190541.1109364
4096,1681190541.1109364
8192,1681190541.1139274
4096,1681190541.1139274
2048,1681190541.114925
4096,1681190541.1159241
2048,1681190541.1169193
1024,1681190541.1169193
2048,1681190541.1278923
4096,1681190541.1308832
8192,1681190541.1308832
16384,1681190541.1328778
32768,1681190541.1328778
16384,1681190541.4730868
32768,1681190541.474689
16384,1681190541.4759665
32768,1681190541.476438
16384,1681190541.4772613
8192,1681190541.4776928
16384,1681190541.4807272
8192,1681190541.4807272
4096,1681190541.4817035
8192,1681190541.4823706
16384,1681190541.4856443
32768,1681190541.4866042
16384,1681190541.502429
8192,1681190541.5054603
4096,1681190541.5054603
2048,1681190541.5184622
4096,1681190541.520461
8192,1681190541.522458
16384,1681190541.5244508
32768,1681190541.5244508
16384,1681190541.5970333
32768,1681190541.5978558
16384,1681190541.8491955
8192,1681190541.850609
4096,1681190541.850609
2048,1681190541.861519
4096,1681190541.8622744
8192,1681190541.865555
16384,1681190541.8771794
32768,1681190541.880206
16384,1681190541.9323788
8192,1681190541.9328325
16384,1681190541.9344347
32768,1681190541.9353178
16384,1681190541.9926245
32768,1681190541.9953005
16384,1681190542.2066097
8192,1681190542.2076094
4096,1681190542.2076094
8192,1681190542.2096004
16384,1681190542.210631
8192,1681190542.2115963
4096,1681190542.233103
2048,1681190542.2391188
1024,1681190542.2401142
2048,1681190542.245779
1024,1681190542.2467852
2048,1681190542.2537673
1024,1681190542.2643347
2048,1681190542.2678308
4096,1681190542.2755113
8192,1681190542.276506
16384,1681190542.2824514
32768,1681190542.2844305
16384,1681190542.3509552
8192,1681190542.3509552
4096,1681190542.3539479
8192,1681190542.3559418
16384,1681190542.35694
32768,1681190542.35694
16384,1681190542.6063118
8192,1681190542.6063118
4096,1681190542.6206818
8192,1681190542.6213303
4096,1681190542.6228306
2048,1681190542.6238298
4096,1681190542.6256866
2048,1681190542.6256866
4096,1681190542.6266868
8192,1681190542.628979
16384,1681190542.628979
32768,1681190542.631031
16384,1681190542.7623122
32768,1681190542.764523
16384,1681190542.808896
32768,1681190542.8102276
16384,1681190542.8125489
8192,1681190542.8125489
4096,1681190542.8135831
8192,1681190542.8153472
16384,1681190542.8162467
32768,1681190542.8400264
16384,1681190543.3252528
32768,1681190543.325827
16384,1681190543.328595
8192,1681190543.3295598
4096,1681190543.329813
8192,1681190543.3315306
4096,1681190543.331926
8192,1681190543.3336008
4096,1681190543.3336008
2048,1681190543.3344827
4096,1681190543.3355334
8192,1681190543.3391716
16384,1681190543.3408194
32768,1681190543.3408194
16384,1681190543.5398498
8192,1681190543.5408444
4096,1681190543.5408444
2048,1681190543.55425
4096,1681190543.5547774
8192,1681190543.5557554
16384,1681190543.5557554
32768,1681190543.5702994
16384,1681190543.6527503
8192,1681190543.6527503
4096,1681190543.6635146
8192,1681190543.664071
4096,1681190543.665073
8192,1681190543.6680646
4096,1681190543.6680646
2048,1681190543.6690621
4096,1681190543.6710556
2048,1681190543.6710556
4096,1681190543.6730504
2048,1681190543.6730504
1024,1681190543.6750464
2048,1681190543.6750464
4096,1681190543.6771128
8192,1681190543.6781085
16384,1681190543.6850865
32768,1681190543.6850865
16384,1681190543.8024852
32768,1681190543.8051627
16384,1681190543.9791026
8192,1681190543.9791026
4096,1681190544.0045455
8192,1681190544.0045455
16384,1681190544.005822
32768,1681190544.0078204
16384,1681190544.0731037
8192,1681190544.0745637
4096,1681190544.0745637
2048,1681190544.0755615
4096,1681190544.0765295
8192,1681190544.0783627
16384,1681190544.0793662
32768,1681190544.082355
16384,1681190544.097317
8192,1681190544.097317
4096,1681190544.1013052
8192,1681190544.102304
16384,1681190544.103335
32768,1681190544.1042976
16384,1681190544.1302307
32768,1681190544.131228
16384,1681190544.1332219
8192,1681190544.1332219
4096,1681190544.1342194
2048,1681190544.1452253
4096,1681190544.146189
8192,1681190544.1481833
16384,1681190544.1481833
32768,1681190544.1491811
16384,1681190544.198056
8192,1681190544.1990523
4096,1681190544.200049
8192,1681190544.2010481
16384,1681190544.202044
32768,1681190544.2070715
16384,1681190544.5975418
32768,1681190544.598283
16384,1681190544.8998687
8192,1681190544.8998687
16384,1681190544.9018676
8192,1681190544.9018676
16384,1681190544.9055202
8192,1681190544.9105165
16384,1681190544.9115255
32768,1681190544.9125013
16384,1681190545.1854367
8192,1681190545.1854367
4096,1681190545.186433
8192,1681190545.1884289
4096,1681190545.1884289
8192,1681190545.189425
16384,1681190545.189425
32768,1681190545.1904228
16384,1681190545.327663
8192,1681190545.327663
4096,1681190545.3286645
8192,1681190545.3304315
4096,1681190545.3304315
8192,1681190545.3314438
16384,1681190545.3324459
32768,1681190545.333442
16384,1681190545.500102
8192,1681190545.500102
4096,1681190545.5008748
8192,1681190545.5018759
4096,1681190545.5018759
2048,1681190545.5028965
4096,1681190545.5028965
8192,1681190545.5068924
16384,1681190545.507888
32768,1681190545.5108812
16384,1681190545.6608114
8192,1681190545.6612515
16384,1681190545.6612515
32768,1681190545.6623902
16384,1681190545.7381635
8192,1681190545.7391586
16384,1681190545.7431583
8192,1681190545.7441444
4096,1681190545.7451448
8192,1681190545.7461421
4096,1681190545.7471387
8192,1681190545.7471387
16384,1681190545.7481346
32768,1681190545.75013
16384,1681190546.022394
8192,1681190546.022394
16384,1681190546.023235
32768,1681190546.0244238
16384,1681190546.1470277
8192,1681190546.1490245
4096,1681190546.14999
2048,1681190546.15398
4096,1681190546.1549773
8192,1681190546.1549773
4096,1681190546.1559737
8192,1681190546.1579683
4096,1681190546.1579683
8192,1681190546.159997
4096,1681190546.159997
8192,1681190546.159997
16384,1681190546.1769176
32768,1681190546.1769176
16384,1681190546.5839384
32768,1681190546.5846732
16384,1681190546.757357
8192,1681190546.757357
16384,1681190546.7593567
8192,1681190546.760355
16384,1681190546.7630944
8192,1681190546.7630944
4096,1681190546.7640948
8192,1681190546.7652435
4096,1681190546.7652435
2048,1681190546.766272
4096,1681190546.7672422
2048,1681190546.7672422
1024,1681190546.768239
2048,1681190546.7702348
1024,1681190546.783928
2048,1681190546.7849293
1024,1681190546.7879953
2048,1681190546.7909884
1024,1681190546.7909884
2048,1681190546.792982
1024,1681190546.7939794
2048,1681190546.7945457
4096,1681190546.7958105
8192,1681190546.7963018
16384,1681190546.7977228
32768,1681190546.7987545
16384,1681190546.9181843
8192,1681190546.9181843
4096,1681190546.9209979
2048,1681190546.9209979
4096,1681190546.9229965
2048,1681190546.9239955
1024,1681190546.9269848
2048,1681190546.9289794
4096,1681190546.9299765
8192,1681190546.9309738
16384,1681190546.9329686
32768,1681190546.9329686
16384,1681190547.3429813
8192,1681190547.3449116
4096,1681190547.3626544
8192,1681190547.3716486
16384,1681190547.3746452
32768,1681190547.3786283
16384,1681190547.4426017
32768,1681190547.443101
16384,1681190547.4445558
8192,1681190547.4445558
4096,1681190547.445421
8192,1681190547.4471629
4096,1681190547.4471629
2048,1681190547.4481635
4096,1681190547.4484622
8192,1681190547.450321
16384,1681190547.4513202
32768,1681190547.4523485
16384,1681190547.8388805
8192,1681190547.8388805
16384,1681190547.8398795
32768,1681190547.8409104
16384,1681190548.156231
8192,1681190548.157211
16384,1681190548.1582422
8192,1681190548.1592064
16384,1681190548.1602032
8192,1681190548.1612005
4096,1681190548.1631954
2048,1681190548.1631954
4096,1681190548.165189
2048,1681190548.165189
4096,1681190548.167185
2048,1681190548.167185
4096,1681190548.1682153
2048,1681190548.1691794
4096,1681190548.1701756
2048,1681190548.1711762
1024,1681190548.1711762
2048,1681190548.1731682
4096,1681190548.1741676
8192,1681190548.1751645
16384,1681190548.1751645
32768,1681190548.177158
16384,1681190548.2519643
32768,1681190548.2529614
16384,1681190548.2547286
8192,1681190548.255727
16384,1681190548.2567239
32768,1681190548.257706
16384,1681190548.4939978
8192,1681190548.4939978
4096,1681190548.4948428
8192,1681190548.4958434
16384,1681190548.496841
32768,1681190548.499772
16384,1681190548.779981
32768,1681190548.779981
16384,1681190548.787213
8192,1681190548.7876852
16384,1681190548.789683
8192,1681190548.789683
16384,1681190548.791681
8192,1681190548.7926857
16384,1681190548.7936738
8192,1681190548.7946708
16384,1681190548.7956932
8192,1681190548.7967126
16384,1681190548.7977464
8192,1681190548.7987127
4096,1681190548.79971
2048,1681190548.8007832
1024,1681190548.8007832
2048,1681190548.8033447
1024,1681190548.8033447
2048,1681190548.8041677
4096,1681190548.8051224
8192,1681190548.8061488
16384,1681190548.808118
32768,1681190548.808118
16384,1681190548.935233
32768,1681190548.936021
16384,1681190548.9390175
8192,1681190548.949863
16384,1681190548.949863
8192,1681190548.9534485
4096,1681190548.9534485
2048,1681190548.965183
4096,1681190548.965183
8192,1681190548.9672103
16384,1681190548.9818623
32768,1681190548.9818623
16384,1681190549.2168045
8192,1681190549.2178023
4096,1681190549.2178023
2048,1681190549.221792
4096,1681190549.22279
8192,1681190549.22279
16384,1681190549.22678
32768,1681190549.2277777
16384,1681190549.8431857
8192,1681190549.844183
4096,1681190549.8471782
8192,1681190549.8492672
4096,1681190549.8502715
8192,1681190549.8513083
16384,1681190549.8522658
32768,1681190549.8562045
16384,1681190550.1284964
8192,1681190550.129494
4096,1681190550.13049
8192,1681190550.131516
4096,1681190550.131516
2048,1681190550.1324859
1024,1681190550.1324859
2048,1681190550.1334832
4096,1681190550.1344795
8192,1681190550.1344795
16384,1681190550.1384704
32768,1681190550.1384704
16384,1681190550.2910726
32768,1681190550.2930672
16384,1681190551.062112
8192,1681190551.062112
16384,1681190551.0646055
8192,1681190551.0646055
4096,1681190551.0656064
8192,1681190551.067174
4096,1681190551.067174
8192,1681190551.0681744
16384,1681190551.0691712
32768,1681190551.0701683
16384,1681190551.1961148
32768,1681190551.1961148
16384,1681190551.1977797
8192,1681190551.1977797
16384,1681190551.200671
32768,1681190551.2103057
16384,1681190551.4121227
32768,1681190551.4130871
16384,1681190551.568248
8192,1681190551.568248
16384,1681190551.5692446
32768,1681190551.5702424
16384,1681190551.5891142
8192,1681190551.5901132
16384,1681190551.592107
8192,1681190551.5931199
16384,1681190551.5955086
8192,1681190551.5959446
16384,1681190551.5963492
32768,1681190551.5972273
16384,1681190551.8374462
8192,1681190551.8394396
4096,1681190551.8394396
8192,1681190551.840437
16384,1681190551.841435
32768,1681190551.8421001
16384,1681190552.088751
8192,1681190552.0897136
16384,1681190552.0903294
32768,1681190552.0903294
16384,1681190552.1133313
8192,1681190552.1133313
16384,1681190552.1156626
8192,1681190552.1164315
4096,1681190552.1164315
2048,1681190552.117432
4096,1681190552.1187437
8192,1681190552.119136
16384,1681190552.1201365
32768,1681190552.121135
16384,1681190552.3664563
32768,1681190552.3794231
16384,1681190552.7504041
8192,1681190552.7513607
16384,1681190552.753608
8192,1681190552.7546248
16384,1681190552.7576017
8192,1681190552.7576017
16384,1681190552.761591
8192,1681190552.761591
16384,1681190552.7625875
8192,1681190552.7635841
16384,1681190552.764114
32768,1681190552.7653246
16384,1681190552.884505
8192,1681190552.8855028
4096,1681190552.90981
8192,1681190552.9115238
16384,1681190552.9128509
32768,1681190552.9136736
16384,1681190552.9222631
8192,1681190552.9232268
16384,1681190552.925222
8192,1681190552.925222
16384,1681190552.9291306
8192,1681190552.9291306
16384,1681190552.930954
8192,1681190552.9319046
4096,1681190552.9563684
2048,1681190552.9573715
1024,1681190552.958369
2048,1681190552.9624536
4096,1681190552.9639082
8192,1681190552.964909
16384,1681190552.9669032
32768,1681190552.9669032
16384,1681190553.0042698
8192,1681190553.0052683
4096,1681190553.0052683
2048,1681190553.0062652
4096,1681190553.00826
2048,1681190553.00826
4096,1681190553.010804
8192,1681190553.0120473
16384,1681190553.0146663
32768,1681190553.0146663
16384,1681190553.3942626
8192,1681190553.3981612
4096,1681190553.3981612
2048,1681190553.408171
4096,1681190553.4091394
8192,1681190553.4145727
16384,1681190553.4241192
32768,1681190553.429409
16384,1681190553.5844274
8192,1681190553.5844274
16384,1681190553.5864606
8192,1681190553.5864606
16384,1681190553.5872433
32768,1681190553.588401
16384,1681190553.9693167
32768,1681190553.9693167
16384,1681190554.141677
32768,1681190554.1426747
16384,1681190554.5711732
8192,1681190554.5721695
16384,1681190554.5731676
8192,1681190554.5741644
4096,1681190554.5741644
8192,1681190554.576159
16384,1681190554.5771573
32768,1681190554.5771573
16384,1681190554.582145
8192,1681190554.582145
4096,1681190554.5831409
8192,1681190554.5841389
16384,1681190554.5861337
32768,1681190554.588129
16384,1681190554.5901253
8192,1681190554.5901253
16384,1681190554.593119
8192,1681190554.5941143
16384,1681190554.595111
8192,1681190554.5961072
4096,1681190554.5971045
2048,1681190554.5971045
4096,1681190554.599099
2048,1681190554.599099
4096,1681190554.6000974
2048,1681190554.6000974
1024,1681190554.6010947
2048,1681190554.6020916
1024,1681190554.6020916
2048,1681190554.6040874
1024,1681190554.6040874
2048,1681190554.6060812
1024,1681190554.6060812
2048,1681190554.6090748
4096,1681190554.6100855
8192,1681190554.6130643
16384,1681190554.614061
32768,1681190554.6157806
16384,1681190554.7718349
32768,1681190554.7878041
16384,1681190554.7917395
8192,1681190554.7927372
16384,1681190554.7977755
8192,1681190554.798778
16384,1681190554.8029478
8192,1681190554.804006
16384,1681190554.8080995
8192,1681190554.8091044
4096,1681190554.8310382
8192,1681190554.8371048
16384,1681190554.8488374
32768,1681190554.8498356
16384,1681190555.3317127
8192,1681190555.3331146
4096,1681190555.3331146
2048,1681190555.344187
4096,1681190555.3451898
8192,1681190555.3461878
16384,1681190555.347186
32768,1681190555.3600917
16384,1681190555.3651102
32768,1681190555.3651102
16384,1681190555.3756266
8192,1681190555.3768437
4096,1681190555.3768437
8192,1681190555.379206
4096,1681190555.379206
2048,1681190555.3802078
4096,1681190555.3812368
2048,1681190555.382203
4096,1681190555.3858695
2048,1681190555.3858695
4096,1681190555.3866968
8192,1681190555.38796
16384,1681190555.4064214
32768,1681190555.4100208
16384,1681190555.4933457
8192,1681190555.4933457
4096,1681190555.4943478
8192,1681190555.495578
4096,1681190555.495578
2048,1681190555.4964254
4096,1681190555.4981973
8192,1681190555.49849
16384,1681190555.4994903
32768,1681190555.5014844
16384,1681190555.5335224
8192,1681190555.5350394
4096,1681190555.5350394
8192,1681190555.537038
4096,1681190555.537038
2048,1681190555.5380347
4096,1681190555.5399446
8192,1681190555.5412033
16384,1681190555.5412033
32768,1681190555.5432003
16384,1681190555.6034586
8192,1681190555.6034586
16384,1681190555.6052742
32768,1681190555.6062434
16384,1681190556.2358067
8192,1681190556.2358067
16384,1681190556.237765
8192,1681190556.237765
4096,1681190556.2447476
8192,1681190556.2457469
16384,1681190556.2467444
32768,1681190556.2477398
16384,1681190556.314094
32768,1681190556.3150902
16384,1681190556.3170853
8192,1681190556.3170853
4096,1681190556.3381689
8192,1681190556.3391662
16384,1681190556.3401623
32768,1681190556.353881
16384,1681190556.366574
8192,1681190556.366574
4096,1681190556.3675463
8192,1681190556.368583
4096,1681190556.3695424
8192,1681190556.3695424
16384,1681190556.3705397
32768,1681190556.3725362
16384,1681190556.4639163
32768,1681190556.4639163
16384,1681190556.7040687
8192,1681190556.7040687
4096,1681190556.7050662
8192,1681190556.7070622
16384,1681190556.7090576
32768,1681190556.7100542
16384,1681190556.7634332
8192,1681190556.7645872
4096,1681190556.7645872
8192,1681190556.7666202
4096,1681190556.7675815
2048,1681190556.7898428
4096,1681190556.7923388
8192,1681190556.7943332
16384,1681190556.8053062
32768,1681190556.8083003
16384,1681190556.8252397
8192,1681190556.8252397
16384,1681190556.8272407
8192,1681190556.8272407
16384,1681190556.829187
8192,1681190556.829187
16384,1681190556.831078
8192,1681190556.8320792
16384,1681190556.8340735
32768,1681190556.8360703
16384,1681190556.8360703
32768,1681190556.8370674
16384,1681190556.9980626
8192,1681190556.9990628
4096,1681190557.0000668
8192,1681190557.001062
4096,1681190557.002059
2048,1681190557.0030558
4096,1681190557.0040529
8192,1681190557.0060477
16384,1681190557.007048
32768,1681190557.0090423
16384,1681190557.1497188
8192,1681190557.1520672
4096,1681190557.1520672
8192,1681190557.1529253
16384,1681190557.153931
32768,1681190557.1645997
16384,1681190557.169587
32768,1681190557.170584
16384,1681190557.1800482
32768,1681190557.1800482
16384,1681190557.182915
8192,1681190557.183467
16384,1681190557.1849604
8192,1681190557.1849604
4096,1681190557.1856759
8192,1681190557.187485
4096,1681190557.1879435
8192,1681190557.1893978
4096,1681190557.1893978
2048,1681190557.1903982
4096,1681190557.192208
2048,1681190557.192617
4096,1681190557.194079
2048,1681190557.194079
1024,1681190557.1950796
2048,1681190557.1960769
4096,1681190557.1985576
2048,1681190557.1985576
4096,1681190557.200515
2048,1681190557.200515
4096,1681190557.2012663
8192,1681190557.2020977
16384,1681190557.2031
32768,1681190557.2050922
16384,1681190557.2319303
